MOLECULE,Source,SMILES,meanComplexity,stdevComplexity,Votes,DESCRIPTORCOMPLEXITY_APCOMPLEX,DESCRIPTORCOMPLEXITY_TTCOMPLEX,DESCRIPTORCOMPLEXITY_UNIQUEAP,DESCRIPTORCOMPLEXITY_UNIQUETT,MOE_2D_APOL,MOE_2D_A_ACC,MOE_2D_A_ACID,MOE_2D_A_ARO,MOE_2D_A_BASE,MOE_2D_A_COUNT,MOE_2D_A_DON,MOE_2D_A_HEAVY,MOE_2D_A_HYD,MOE_2D_A_IC,MOE_2D_A_ICM,MOE_2D_A_NB,MOE_2D_A_NBR,MOE_2D_A_NC,MOE_2D_A_NCL,MOE_2D_A_NF,MOE_2D_A_NH,MOE_2D_A_NI,MOE_2D_A_NN,MOE_2D_A_NO,MOE_2D_A_NP,MOE_2D_A_NS,MOE_2D_BALABANJ,MOE_2D_BCUT_PEOE_0,MOE_2D_BCUT_PEOE_1,MOE_2D_BCUT_PEOE_2,MOE_2D_BCUT_PEOE_3,MOE_2D_BCUT_SLOGP_0,MOE_2D_BCUT_SLOGP_1,MOE_2D_BCUT_SLOGP_2,MOE_2D_BCUT_SLOGP_3,MOE_2D_BCUT_SMR_0,MOE_2D_BCUT_SMR_1,MOE_2D_BCUT_SMR_2,MOE_2D_BCUT_SMR_3,MOE_2D_BPOL,MOE_2D_B_1ROTN,MOE_2D_B_1ROTR,MOE_2D_B_AR,MOE_2D_B_COUNT,MOE_2D_B_DOUBLE,MOE_2D_B_HEAVY,MOE_2D_B_ROTN,MOE_2D_B_ROTR,MOE_2D_B_SINGLE,MOE_2D_B_TRIPLE,MOE_2D_CHI0,MOE_2D_CHI0V,MOE_2D_CHI0V_C,MOE_2D_CHI0_C,MOE_2D_CHI1,MOE_2D_CHI1V,MOE_2D_CHI1V_C,MOE_2D_CHI1_C,MOE_2D_CHIRAL,MOE_2D_CHIRAL_U,MOE_2D_DENSITY,MOE_2D_DIAMETER,MOE_2D_FCHARGE,MOE_2D_GCUT_PEOE_0,MOE_2D_GCUT_PEOE_1,MOE_2D_GCUT_PEOE_2,MOE_2D_GCUT_PEOE_3,MOE_2D_GCUT_SLOGP_0,MOE_2D_GCUT_SLOGP_1,MOE_2D_GCUT_SLOGP_2,MOE_2D_GCUT_SLOGP_3,MOE_2D_GCUT_SMR_0,MOE_2D_GCUT_SMR_1,MOE_2D_GCUT_SMR_2,MOE_2D_GCUT_SMR_3,MOE_2D_KIER1,MOE_2D_KIER2,MOE_2D_KIER3,MOE_2D_KIERA1,MOE_2D_KIERA2,MOE_2D_KIERA3,MOE_2D_KIERFLEX,MOE_2D_LIP_ACC,MOE_2D_LIP_DON,MOE_2D_LIP_DRUGLIKE,MOE_2D_LIP_VIOLATION,MOE_2D_LOGP(O/W),MOE_2D_LOGS,MOE_2D_MR,MOE_2D_MUTAGENIC,MOE_2D_NMOL,MOE_2D_OPR_BRIGID,MOE_2D_OPR_LEADLIKE,MOE_2D_OPR_NRING,MOE_2D_OPR_NROT,MOE_2D_OPR_VIOLATION,MOE_2D_PC+,MOE_2D_PC-,MOE_2D_PEOE_PC+,MOE_2D_PEOE_PC-,MOE_2D_PEOE_RPC+,MOE_2D_PEOE_RPC-,MOE_2D_PEOE_VSA+0,MOE_2D_PEOE_VSA+1,MOE_2D_PEOE_VSA+2,MOE_2D_PEOE_VSA+3,MOE_2D_PEOE_VSA+4,MOE_2D_PEOE_VSA+5,MOE_2D_PEOE_VSA+6,MOE_2D_PEOE_VSA-0,MOE_2D_PEOE_VSA-1,MOE_2D_PEOE_VSA-2,MOE_2D_PEOE_VSA-3,MOE_2D_PEOE_VSA-4,MOE_2D_PEOE_VSA-5,MOE_2D_PEOE_VSA-6,MOE_2D_PEOE_VSA_FHYD,MOE_2D_PEOE_VSA_FNEG,MOE_2D_PEOE_VSA_FPNEG,MOE_2D_PEOE_VSA_FPOL,MOE_2D_PEOE_VSA_FPOS,MOE_2D_PEOE_VSA_FPPOS,MOE_2D_PEOE_VSA_HYD,MOE_2D_PEOE_VSA_NEG,MOE_2D_PEOE_VSA_PNEG,MOE_2D_PEOE_VSA_POL,MOE_2D_PEOE_VSA_POS,MOE_2D_PEOE_VSA_PPOS,MOE_2D_PETITJEAN,MOE_2D_PETITJEANSC,MOE_2D_Q_PC+,MOE_2D_Q_PC-,MOE_2D_Q_RPC+,MOE_2D_Q_RPC-,MOE_2D_Q_VSA_FHYD,MOE_2D_Q_VSA_FNEG,MOE_2D_Q_VSA_FPNEG,MOE_2D_Q_VSA_FPOL,MOE_2D_Q_VSA_FPOS,MOE_2D_Q_VSA_FPPOS,MOE_2D_Q_VSA_HYD,MOE_2D_Q_VSA_NEG,MOE_2D_Q_VSA_PNEG,MOE_2D_Q_VSA_POL,MOE_2D_Q_VSA_POS,MOE_2D_Q_VSA_PPOS,MOE_2D_RADIUS,MOE_2D_REACTIVE,MOE_2D_RINGS,MOE_2D_RPC+,MOE_2D_RPC-,MOE_2D_RSYNTH,MOE_2D_SLOGP,MOE_2D_SLOGP_VSA0,MOE_2D_SLOGP_VSA1,MOE_2D_SLOGP_VSA2,MOE_2D_SLOGP_VSA3,MOE_2D_SLOGP_VSA4,MOE_2D_SLOGP_VSA5,MOE_2D_SLOGP_VSA6,MOE_2D_SLOGP_VSA7,MOE_2D_SLOGP_VSA8,MOE_2D_SLOGP_VSA9,MOE_2D_SMR,MOE_2D_SMR_VSA0,MOE_2D_SMR_VSA1,MOE_2D_SMR_VSA2,MOE_2D_SMR_VSA3,MOE_2D_SMR_VSA4,MOE_2D_SMR_VSA5,MOE_2D_SMR_VSA6,MOE_2D_SMR_VSA7,MOE_2D_TPSA,MOE_2D_VADJEQ,MOE_2D_VADJMA,MOE_2D_VDISTEQ,MOE_2D_VDISTMA,MOE_2D_VDW_AREA,MOE_2D_VDW_VOL,MOE_2D_VSA_ACC,MOE_2D_VSA_ACID,MOE_2D_VSA_BASE,MOE_2D_VSA_DON,MOE_2D_VSA_HYD,MOE_2D_VSA_OTHER,MOE_2D_VSA_POL,MOE_2D_WEIGHT,MOE_2D_WEINERPATH,MOE_2D_WEINERPOL,MOE_2D_ZAGREB,SP3CARBONS_CAR_ALLATOM_RATIO,SP3CARBONS_CAR_ALLCARBON_RATIO,SP3CARBONS_CAR_COUNT,SP3CARBONS_CHIRAL_ALLATOM_RATIO,SP3CARBONS_CHIRAL_ALLCARBON_RATIO,SP3CARBONS_CHIRAL_COUNT,SP3CARBONS_CSP2_ALLATOM_RATIO,SP3CARBONS_CSP2_ALLCARBON_RATIO,SP3CARBONS_CSP2_COUNT,SP3CARBONS_CSP3_ALLATOM_RATIO,SP3CARBONS_CSP3_ALLCARBON_RATIO,SP3CARBONS_CSP3_COUNT,SP3CARBONS_CSP_ALLATOM_RATIO,SP3CARBONS_CSP_ALLCARBON_RATIO,SP3CARBONS_CSP_COUNT,SP3CARBONS_TOTALATOM_COUNT,SP3CARBONS_TOTALCARBON_COUNT
6020,ZINC_NaturalProducts,O1[C@@H](n2c3ncnc(N(C)C)c3nc2)[C@H](O)[C@@H](N)[C@H]1CO,3.305555556,0.876211683,36,0.61,0.73,128,36,42.795067,6,0,9,1,40,2,21,7,68.882286,1.7220572,0,0,12,0,0,19,0,6,3,0,0,1.734341,-2.5663157,-0.40629146,0.54377025,2.8184097,-3.3232408,-0.4851369,0.45566851,2.6258004,-2.4110153,-0.34889135,0.68267769,2.9806218,29.286934,3,0.13043478,10,42,0,23,3,0.13043478,32,0,15.1459,11.917059,7.6712084,8.1627722,10.040913,6.6657834,1.9082483,2.0749149,4,0,0.89628309,10,1,-0.84945732,-0.34743655,0.18528347,2.7140288,-2.2352142,-0.42151749,0.054200001,2.6331141,-0.64126563,-0.20424283,0.14845321,2.918488,15.879017,6.2456746,2.6988754,12.616021,4.9010596,2.0977197,2.9443748,9,5,1,0,-1.95394,-1.03872,7.397131,0,1,15,1,3,4,1,0,0,2.8918669,-1.8918669,0.15390745,0.17233694,0,67.79892,17.890114,35.981079,68.257042,8.458519,24.442041,0,0,0,0,44.181568,0,2.503756,0.45144427,0.17322102,0.17322102,0.54855573,0.82677895,0.37533471,121.67012,46.685326,46.685326,147.84293,222.82771,101.1576,0.5,1,0,0,0,0,1,0,0,0,1,0,269.51303,0,0,0,269.51303,0,5,0,3,0,0,1,-2.1510999,86.791954,52.25568,27.919155,20.926258,0,65.794373,0,37.430504,6.0398216,2.3279202,7.3439698,10.999887,103.02613,36.0215,22.959089,6.187367,33.57106,20.926258,65.794373,124.17,0.48250595,5.523562,3.0740805,8.5028286,269.51303,308.12921,19.551485,0,17.742489,17.742489,120.17354,84.91169,64.427818,295.323,875,36,114,0.238,0.417,5,0.19,0.333,4,0,0,0,0.333,0.583,7,0,0,0,21,12
6072,ZINC_NaturalProducts,O1[C@@H]([C@@H](O)[C@H](O)[C@H](O)[C@@H]1Oc1c(C(=O)CCc2ccc(O)cc2)c(O)cc(O)c1)CO,3.19047619,1.051939144,42,0.41,0.54,192,33,60.983032,10,0,12,0,55,7,31,19,82.477737,1.4995953,0,0,21,0,0,24,0,0,10,0,0,1.6341732,-2.706563,-0.73245573,0.76999062,2.7818961,-2.9098358,-0.77704018,0.62709361,2.5787663,-2.5099168,-0.59787357,0.85891593,2.9613507,31.026968,7,0.21212122,12,57,1,33,7,0.21212122,44,0,22.706377,16.327414,11.972174,13.292164,14.705616,9.5517559,6.6747561,8.3240643,5,0,0.91390365,15,0,-0.79168296,-0.4802615,0.20544317,2.7569454,-0.95513254,-0.40991217,0.1366348,2.7691994,-0.52242994,-0.27682146,0.24988846,2.9830215,25.619835,11.421457,6.3208814,21.188971,9.3831367,5.1674418,6.4135165,10,7,1,1,0.171,-1.7276599,10.562674,0,1,18,0,3,9,2,0,0,2.3824236,-2.3824236,0.11492718,0.13656867,47.425484,49.634022,33.834076,16.917038,47.434032,14.708499,0,33.825527,0,0,40.700764,54.267685,13.566921,5.0075121,0.62223202,0.41242516,0.20385592,0.37776798,0.58757484,0.17391206,222.33691,147.36841,72.842117,134.98465,209.95316,62.142532,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,357.32156,0,0,0,357.32156,0,8,0,3,0,0,1,-0.20242999,188.69647,5.6876111,45.400986,20.926258,30.233366,18.868406,0,105.85911,18.868406,20.973713,10.49251,34.862103,188.69647,0,61.74596,0,143.59592,26.613869,0,177.14,0.36097246,6.044394,3.6512601,9.6275139,357.32156,451.05518,18.574432,0,0,0,220.61166,23.167019,113.54288,436.41299,2786,52,160,0.387,0.571,12,0.161,0.238,5,0.032,0.048,1,0.258,0.381,8,0,0,0,31,21
6084,ZINC_NaturalProducts,O(c1cc2c(nccc2cc1OC)Cc1cc(OC)c(OC)cc1)C,1.810810811,0.691173614,37,0.35,0.51,105,26,53.510654,5,0,16,0,46,0,25,20,67.406624,1.4653614,0,0,20,0,0,21,0,1,4,0,0,1.6077913,-2.3625803,-0.58576566,0.35244191,2.347528,-2.3006315,-0.53139353,0.4790408,2.497365,-2.0708027,-0.29355034,0.64064598,2.6476424,31.941347,6,0.22222222,17,48,0,27,6,0.22222222,31,0,17.81119,14.828766,12.748559,14.275657,12.193733,7.9031453,4.9718494,6.8240647,0,0,0.77689445,13,0,-0.78415406,-0.42714462,-0.1071291,2.57038,-0.89046276,-0.30914378,0.05937992,2.7303765,-0.48538211,-0.20077012,0.078179047,2.8674214,19.753086,9.2739229,4.4659748,15.025299,6.9679475,3.3246026,4.1878195,5,0,1,0,3.3374801,-4.1619902,9.7625189,0,1,17,1,3,6,0,0,0,1.5665576,-1.5665576,0.11568992,0.20792496,83.459549,42.807552,33.834076,142.63371,0,0,0,18.017035,0,0,0,5.6825762,0,10.015024,0.95334339,0.10020711,0.046656627,0.046656627,0.89979291,0,320.75192,33.714634,15.6976,15.6976,302.73489,0,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,336.44952,0,0,0,336.44952,0,7,0,3,0,0,1,3.8599701,43.99955,16.78553,0,0,5.9423227,160.40388,0,128.21939,0,20.973713,9.7199001,0,60.78508,0,26.916035,5.1459289,141.94186,0,141.53548,49.810001,0.42433795,5.7548876,3.4239972,8.9937296,336.44952,409.60904,15.6976,0,0,0,320.75192,0,15.6976,339.39099,1534,42,128,0.6,0.75,15,0,0,0,0,0,0,0.2,0.25,5,0,0,0,25,20
6787,ChEMBL,CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],1.928571429,0.856150219,42,0.58,0.79,111,26,33.773724,2,0,6,0,31,2,20,14,62.717701,2.0231516,0,0,11,0,3,11,0,2,4,0,0,2.7361457,-2.518878,-0.29871354,0.40834692,2.5694013,-2.6280308,-0.15861973,0.50993556,2.5258231,-2.2922456,-0.10810737,0.5964185,2.7959392,18.508278,3,0.15000001,6,31,2,20,5,0.25,23,0,15.715178,10.485116,6.7320509,7.4307213,8.9255571,5.3214669,3.2380338,4.0436769,0,0,1.0204241,9,0,-0.8099587,-0.41831928,-0.006765029,2.417063,-1.0088023,-0.31026837,0.20945624,2.4793069,-0.51789099,-0.11706258,0.1767,2.6481199,18.049999,6.405827,5.0578513,13.538146,4.7258153,3.6863668,3.1989388,6,2,1,0,2.1507599,-3.8856299,6.2068896,0,1,6,1,1,3,0,0,0,1.7066605,-1.7066605,0.24861334,0.15676472,90.433891,26.536079,2.2085397,0,0,19.649082,9.0455017,0,0,0,35.725906,19.249496,47.497971,0,0.61876017,0.40932623,0.26662037,0.38123986,0.5906738,0.11461949,154.90442,102.47337,66.747467,95.442047,147.87309,28.694584,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,250.34647,0,0,0,250.34647,0,5,0,1,0,0,1,2.6345,25.385227,30.35515,23.862217,50.935009,3.185575,0,7.7595162,52.929554,0,117.04587,6.31429,30.947832,70.265564,58.694523,3.185575,23.524246,52.929554,5.2587838,66.652031,95.150002,0.4689956,5.321928,3.0555239,8.3610306,250.34647,275.4982,13.566921,0,0,5.6825762,170.64948,46.880581,32.816418,292.21298,809,30,102,0.3,0.545,6,0,0,0,0.05,0.091,1,0.2,0.364,4,0,0,0,20,11
7714,ChEMBL,Cc1c(CCN2CCC(CC2)c2noc3cc(C)ccc23)c(=O)n2CCCCc2n1,2.222222222,0.785674201,36,0.48,0.79,208,54,68.914581,3,0,9,1,61,0,30,21,88.155792,1.445177,0,0,24,0,0,31,0,4,2,0,0,1.0860281,-2.8067727,-0.51158345,0.55607903,2.7976737,-3.4977498,-0.54945087,0.52147192,2.7235351,-2.6005347,-0.34849796,0.67196459,3.002609,41.383415,4,0.11764706,10,65,3,34,4,0.11764706,52,0,20.664562,18.038607,15.380469,16.38854,14.597357,11.386057,8.300312,9.5873537,0,0,0.77745342,17,1,-0.88325053,-0.37596032,-0.014647224,2.9663532,-2.2596748,-0.31033394,0.063888133,2.9458811,-0.62977183,-0.20782617,0.12935039,3.1805305,21.82526,9.469388,4.5778546,17.445053,7.5069366,3.6080387,4.3652968,6,1,1,0,2.941,-4.4422598,11.741282,0,1,27,1,5,7,1,0,0,2.3614647,-1.3614649,0.12371389,0.25981098,92.642426,90.159103,53.998116,8.458519,0,73.848053,0,18.017035,10.885262,0,0,5.6825762,13.566921,5.9023595,0.73469877,0.14485502,0.067402273,0.26530123,0.85514498,0.19789897,274.16046,54.054153,25.151855,98.999908,319.1062,73.848053,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,373.16037,0,0,0,373.16037,0,9,0,5,0,0,1,2.98722,3.1243138,30.307615,23.862217,73.758316,5.9423227,32.461971,4.4107962,60.338726,113.21043,66.652031,11.66007,36.72065,39.506439,0,16.295441,7.4091749,166.13998,81.345016,66.652031,63.139999,0.38632196,6.0874629,3.8167973,9.4759521,373.16037,484.00327,30.134758,0,0,0,304.52463,38.500973,30.134758,407.53799,2793,51,166,0.233,0.292,7,0,0,0,0.133,0.167,4,0.433,0.542,13,0,0,0,30,24
7736,ChEMBL,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1.805555556,0.775293652,36,0.67,0.72,128,23,47.060238,2,0,6,1,43,2,20,14,69.229607,1.6099907,0,0,14,1,0,23,0,3,2,0,0,2.4265146,-2.7239871,-0.46850595,0.52650082,2.683815,-3.4943895,-0.44155133,0.52511853,2.4209485,-2.519774,-0.36650503,0.66479105,2.8793406,29.757761,7,0.34999999,6,43,1,20,8,0.40000001,36,0,15.120955,13.010868,9.4831276,10.129392,9.527606,7.1552463,3.8189142,4.5472069,0,0,0.83310723,11,1,-0.88162702,-0.31568554,-0.000454699,2.5975704,-2.2596524,-0.24090932,0.15816049,2.5269904,-0.62945682,-0.15815376,0.12858056,2.8047843,18.049999,9.1065092,5.3789062,15.4806,7.7431908,4.5448775,5.9934621,5,4,1,0,1.71,-2.5644801,8.1987667,1,1,6,1,1,7,0,0,0,2.1143603,-1.1143605,0.14844397,0.29388577,31.616989,80.703255,0,35.658428,20.299505,53.548542,20.299505,0,47.324436,0,0,5.6825762,13.566921,2.503756,0.62757277,0.22196922,0.069900319,0.37242723,0.77803081,0.30252689,195.30312,69.07769,21.753254,115.90081,242.12624,94.147552,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,311.20392,0,0,0,311.20392,0,6,0,1,0,0,1,0.58530003,65.032143,5.2587838,0,73.758316,27.047791,35.383869,3.5006065,35.286369,0,113.80085,8.1661301,26.98653,10.999887,18.01075,11.929609,2.7567475,68.183556,79.017097,141.18454,68.790001,0.4689956,5.321928,3.288985,8.3326426,311.20392,333.24161,16.070677,0,0,23.425066,258.75864,12.949531,39.495743,300.81,902,29,92,0.3,0.429,6,0,0,0,0.05,0.071,1,0.35,0.5,7,0,0,0,20,14
8969,ZINC_NaturalProducts,O[C@@H]1[C@@H]([C@@H]2[C@H](C[N@@]3[C@@H](C2)c2[nH]c4c(c2CC3)cccc4)CC1)C(OC)=O,3.87804878,0.771287234,41,0.5,0.73,163,49,59.569412,2,0,9,1,53,2,26,20,76.204269,1.4378164,0,0,21,0,0,27,0,2,3,0,0,1.3763883,-2.9055984,-0.53059185,0.61807555,2.9217665,-3.4790127,-0.48756498,0.63110471,2.8769898,-2.6951265,-0.41174865,0.71705496,3.1312218,34.37059,1,0.033333335,10,57,1,30,2,0.06666667,46,0,17.836134,15.202503,12.938793,13.84457,12.669035,9.8699732,7.2994952,8.4326534,5,0,0.80200511,11,1,-0.87525386,-0.3808068,0.062360175,3.1876235,-2.2516439,-0.31968972,0.12885608,3.1606755,-0.63000911,-0.21700612,0.15152828,3.3930714,18.055555,7.1111112,2.9512141,15.014549,5.867281,2.4213955,3.3882532,5,3,1,0,2.4820001,-2.87639,9.9930372,0,1,25,1,5,2,1,0,0,2.1447709,-1.144771,0.13620642,0.26081401,101.47659,24.716585,24.716585,44.116947,0,62.007061,0,0,0,0,0,19.249496,16.070677,0,0.66709107,0.12081306,0.12081306,0.33290893,0.87918693,0.21209587,195.0267,35.320175,35.320175,97.32724,257.03378,62.007061,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,292.35394,0,0,0,292.35394,0,6,0,5,0,0,1,1.32547,28.509541,7.7454643,58.116283,36.879158,19.174711,54.252274,0,75.289841,60.587185,0,9.7895203,37.98642,25.385227,30.017918,16.392941,4.7171016,146.04636,44.624619,35.383869,66.760002,0.43230852,5.9068904,3.2401755,9.1282873,292.35394,409.27667,13.566921,0,0,5.6825762,242.32527,17.212255,32.816418,355.45798,1517,50,150,0.308,0.381,8,0.192,0.238,5,0.038,0.048,1,0.462,0.571,12,0,0,0,26,21
10237,ZINC_NaturalProducts,O1[C@@H]([C@H]2[N@@](CCc3c2cc2OCOc2c3)C)c2c(C1=O)c1OCOc1cc2,3.432432432,0.71812596,37,0.46,0.61,161,45,53.114273,5,0,12,1,45,0,27,17,70.126404,1.5583645,0,0,20,0,0,18,0,1,6,0,0,1.2768015,-2.7311759,-0.45717931,0.55432397,2.755229,-3.4526448,-0.4600409,0.5546391,2.6917102,-2.5302272,-0.31305432,0.73055875,2.9573777,31.535727,1,0.03125,12,50,1,32,1,0.03125,37,0,18.120592,14.742019,11.792529,13.007708,13.20351,9.086997,5.3296213,6.857738,2,0,0.86278945,11,1,-0.87469268,-0.3774659,0.015185292,2.925261,-2.2514932,-0.37766638,0.12218776,2.9410872,-0.6299746,-0.19932154,0.13160789,3.1449907,17.824219,6.7680135,2.734843,14.306712,5.3835878,2.160872,2.8526461,7,1,1,0,2.8859999,-3.62448,9.4128323,0,1,29,1,6,2,1,0,0,2.8650615,-1.8650614,0.12767816,0.16042456,67.651054,2.2085397,49.64257,0,8.458519,41.707558,90.516373,2.2085397,0,0,0,0,26.085701,0,0.42190513,0.098080814,0.090425,0.5780949,0.90191919,0.48766986,121.71071,28.294241,26.085701,166.76814,260.1846,140.68245,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,288.47885,0,0,0,288.47885,0,6,0,6,0,0,0.074074075,1.35857,47.123867,7.7454643,10.999887,64.407799,36.604515,51.765594,0,70.572739,10.450618,20.973713,9.1707201,37.98642,43.99955,0,44.16663,0,89.441139,72.153267,32.897186,67.660004,0.42905483,6,3.2405839,9.243969,288.47885,405.91711,23.581945,0,0,0,191.06775,73.829163,23.581945,368.36499,1642,50,162,0.444,0.6,12,0.074,0.1,2,0.037,0.05,1,0.259,0.35,7,0,0,0,27,20
11442,ZINC_NaturalProducts,O(C(=O)[C@@H]1C([C@@H]1\C=C(\C)C)(C)C)[C@@H]1CC(=O)C(=C1C)CC=C,2.794871795,0.757170413,39,0.64,0.84,147,37,53.182617,2,0,0,0,48,0,22,17,60.401257,1.2583596,0,0,19,0,0,26,0,0,3,0,0,1.9189283,-2.4818976,-0.23993671,0.095803559,2.8994913,-2.4828126,-0.11713529,0.17655294,2.9253578,-2.2401245,0.005688561,0.2817165,3.136744,32.255383,5,0.2173913,0,49,5,23,6,0.26086956,44,0,16.654337,14.232817,13.008072,13.947229,10.195613,7.8899689,7.041894,8.2244158,3,3,0.74883002,12,0,-0.78224009,-0.33981118,-0.11037621,2.7348499,-0.85617876,-0.24366534,-0.037,2.7844455,-0.51123333,-0.1341444,0.028416315,2.9720006,18.340265,6.8571429,3.4404707,15.004827,5.5529308,2.7654738,3.7873077,3,0,1,0,2.5079999,-4.57617,8.7611351,0,1,9,1,2,5,0,0,0,0.98037708,-0.98037708,0.27735391,0.30522615,151.45932,18.017035,24.267014,8.458519,0,14.708499,0,65.44252,0,0,0,0,29.637598,0,0.85786074,0.30475324,0.094995193,0.14213926,0.69524676,0.047144059,267.64441,95.080116,29.637598,44.346096,216.9104,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,311.99051,0,0,0,311.99051,0,6,1,2,0,0,1,4.0019999,0,13.433075,65.19297,0,8.8215923,9.5567245,0,35.286369,37.736813,198.73087,8.7209997,58.724319,0,8.8215923,16.025373,0,73.023178,13.433075,198.73087,43.369999,0.4530769,5.523562,3.3295152,8.6197844,311.99051,368.85007,27.133842,0,0,0,259.18588,25.670774,27.133842,302.414,1112,31,116,0,0,0,0,0,0,0.364,0.421,8,0.5,0.579,11,0,0,0,22,19
11968,ChEMBL,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc1ccccn1,2.574468085,0.792106828,47,0.5,0.73,126,37,44.476311,5,0,12,0,36,2,23,13,66.653336,1.8514816,0,0,15,0,0,13,0,3,4,0,1,1.7427109,-2.4912086,-0.53632766,0.61303866,2.5193129,-2.5812948,-0.46898884,0.69763392,2.4857218,-2.1658525,-0.40577465,0.74482667,2.8603559,25.605692,2,0.079999998,12,38,2,25,3,0.12,24,0,16.61252,12.909933,8.6188021,10.120955,10.925557,8.1064777,3.8660254,5.5580783,0,0,0.89775342,11,0,-0.78812927,-0.42855343,0.069858745,2.5360105,-0.99780315,-0.4516533,0.14140089,2.5559616,-0.48331794,-0.19278681,0.1767478,2.8290689,17.811199,7.0869246,3.3833141,13.44,5.2739224,2.4913495,3.0818052,7,2,1,0,0.95599997,-2.7158401,8.495553,0,1,17,1,3,2,0,0,0,1.4728379,-1.4728379,0.20468242,0.18065521,128.75043,16.805161,46.775059,11.190562,0,12.949531,4.1846013,0,0,0,19.249496,37.6991,13.566921,0,0.76508588,0.24217917,0.17606851,0.23491414,0.75782084,0.058845628,222.77071,70.515518,51.266022,68.400154,220.65535,17.134132,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,291.17087,0,0,0,291.17087,0,6,0,3,0,0,1,1.581,0,89.745316,30.502958,25.385227,3.185575,37.20467,0,145.96008,0,2.3279202,8.3806295,72.033905,18.30409,26.935961,5.9423227,25.582098,140.71664,5.2587838,39.53793,99.599998,0.45137304,5.643856,3.159646,8.7710705,291.17087,354.49377,51.266022,0,0,5.6825762,186.40964,34.245701,70.515518,331.35199,1116,42,124,0.478,0.733,11,0,0,0,0.13,0.2,3,0.043,0.067,1,0,0,0,23,15
13590,ChEMBL,COC12[C@H](C3=C(N2C[C@H]2[C@H]1N2)C(C(=C(C3=O)N)C)=O)COC(N)=O,4.333333333,0.666666667,36,0.58,0.72,159,48,47.479069,4,0,0,1,43,2,24,11,74.405762,1.7303666,0,0,15,0,0,19,0,4,5,0,0,1.7416856,-2.5818276,-0.34966439,0.53812867,3.0365255,-3.1982102,-0.32938391,0.52165353,2.7358925,-2.3813832,-0.22397725,0.62832725,3.1999526,28.136932,3,0.11111111,0,46,5,27,4,0.14814815,41,0,17.386387,13.36677,9.1462641,9.6877165,11.340277,7.7408576,4.0158553,4.6378636,4,0,0.92034149,9,1,-0.80693913,-0.43553963,0.064226769,2.9679868,-2.2306113,-0.35013792,0.054200001,2.8238802,-0.60093063,-0.19481917,0.12463522,3.1688466,17.415638,5.75,2.0742857,13.440143,4.3838325,1.5676509,2.454972,9,6,1,1,-1.529,-1.66014,8.090436,0,1,16,0,4,3,2,0,0,2.8164761,-1.8164761,0.1441056,0.18435298,33.825527,6.6995511,14.590667,78.016411,16.917038,0,32.598614,0,35.484978,0,0,13.566921,29.637598,2.503756,0.63908601,0.30773547,0.1732417,0.36091396,0.69226456,0.18767227,168.61714,81.193253,45.708275,95.22393,182.64781,49.515652,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,263.84106,0,0,0,263.84106,0,5,1,4,0,0,0.70833331,-2.6774001,83.805122,21.816172,77.688148,39.365837,4.4107962,47.268513,0,0,0,57.188232,7.8900199,93.586426,21.135065,4.4107962,19.848583,65.794373,0,58.057697,68.709885,141.56,0.44886449,5.7548876,2.9050422,8.9367304,263.84106,343.55508,43.204517,0,5.6825762,41.167557,140.84868,38.620304,84.37207,335.34,1115,49,142,0,0,0,0.167,0.267,4,0.292,0.467,7,0.333,0.533,8,0,0,0,24,15
